AWAYTEAM,HR,FTAG,HTR,HTHG,HOMETEAM,HY,FTR,HTAG,DATE,FTHG,AR,DIV,AY
Oldham,0.0,3,D,0.0,Grimsby,0.0,A,0.0,15/09/2018,0,0.0,E3,0.0
Lincoln,0.0,2,A,0.0,Macclesfield,2.0,A,1.0,15/09/2018,1,0.0,E3,0.0
Exeter,0.0,2,A,0.0,Mansfield,2.0,A,1.0,15/09/2018,1,0.0,E3,4.0
Forest Green,0.0,1,H,1.0,Milton Keynes Dons,1.0,D,0.0,15/09/2018,1,0.0,E3,1.0
Yeovil,1.0,6,A,0.0,Newport County,1.0,A,3.0,15/09/2018,0,0.0,E3,0.0
Stevenage,0.0,3,D,2.0,Notts County,2.0,D,2.0,15/09/2018,3,0.0,E3,1.0
Northampton,0.0,0,H,1.0,Port Vale,2.0,H,0.0,15/09/2018,2,1.0,E3,1.0
Bury,0.0,2,A,0.0,Swindon,3.0,A,1.0,15/09/2018,1,0.0,E3,4.0
Carlisle,0.0,1,D,0.0,Bury,1.0,A,0.0,22/09/2018,0,1.0,E3,5.0
Mansfield,0.0,1,A,0.0,Cambridge,2.0,D,1.0,22/09/2018,1,0.0,E3,1.0
Port Vale,0.0,1,D,0.0,Crewe,3.0,A,0.0,22/09/2018,0,0.0,E3,1.0
Cheltenham,0.0,1,A,0.0,Exeter,1.0,H,1.0,22/09/2018,3,0.0,E3,2.0
Crawley Town,0.0,0,D,0.0,Forest Green,3.0,H,0.0,22/09/2018,1,1.0,E3,3.0
Milton Keynes Dons,0.0,1,D,0.0,Lincoln,1.0,H,0.0,22/09/2018,2,0.0,E3,5.0
Macclesfield,0.0,1,D,0.0,Morecambe,1.0,H,0.0,22/09/2018,2,1.0,E3,0.0
Notts County,0.0,0,D,0.0,Northampton,3.0,D,0.0,22/09/2018,0,0.0,E3,2.0
Colchester,0.0,3,A,0.0,Oldham,1.0,D,1.0,22/09/2018,3,0.0,E3,3.0
Grimsby,0.0,0,D,0.0,Stevenage,1.0,H,0.0,22/09/2018,1,0.0,E3,1.0
Newport County,0.0,1,A,0.0,Tranmere,1.0,A,1.0,22/09/2018,0,0.0,E3,2.0
Swindon,0.0,3,D,0.0,Yeovil,3.0,A,0.0,22/09/2018,0,0.0,E3,1.0
Milton Keynes Dons,0.0,1,A,0.0,Yeovil,2.0,D,1.0,25/09/2018,1,0.0,E3,4.0
Stevenage,0.0,1,D,0.0,Carlisle,1.0,A,0.0,29/09/2018,0,0.0,E3,1.0
Lincoln,0.0,2,D,0.0,Cheltenham,1.0,A,0.0,29/09/2018,0,0.0,E3,1.0
Bury,0.0,2,A,0.0,Colchester,1.0,A,1.0,29/09/2018,1,0.0,E3,5.0
Yeovil,0.0,1,D,1.0,Crawley Town,3.0,H,1.0,29/09/2018,3,0.0,E3,1.0
Morecambe,0.0,2,H,1.0,Grimsby,2.0,A,0.0,29/09/2018,1,0.0,E3,0.0
Forest Green,0.0,1,D,0.0,Macclesfield,3.0,D,0.0,29/09/2018,1,0.0,E3,2.0
Northampton,0.0,0,H,1.0,Mansfield,1.0,H,0.0,29/09/2018,4,0.0,E3,3.0
Tranmere,0.0,1,D,1.0,Milton Keynes Dons,0.0,D,1.0,29/09/2018,1,0.0,E3,0.0
Cambridge,0.0,2,A,1.0,Newport County,0.0,H,2.0,29/09/2018,4,0.0,E3,0.0
Crewe,0.0,1,D,1.0,Notts County,1.0,H,1.0,29/09/2018,2,0.0,E3,0.0
Exeter,0.0,1,D,0.0,Port Vale,2.0,D,0.0,29/09/2018,1,0.0,E3,3.0
Oldham,1.0,0,D,0.0,Swindon,3.0,D,0.0,29/09/2018,0,0.0,E3,2.0
Forest Green,1.0,3,D,1.0,Cambridge,3.0,A,1.0,02/10/2018,1,0.0,E3,2.0
Grimsby,0.0,1,A,0.0,Carlisle,0.0,A,1.0,02/10/2018,0,0.0,E3,2.0
Morecambe,0.0,2,D,1.0,Cheltenham,0.0,D,1.0,02/10/2018,2,0.0,E3,0.0
Yeovil,0.0,1,H,1.0,Colchester,0.0,H,0.0,02/10/2018,3,0.0,E3,0.0
Swindon,0.0,0,H,1.0,Crewe,2.0,H,0.0,02/10/2018,1,0.0,E3,1.0
Stevenage,0.0,0,H,1.0,Exeter,1.0,H,0.0,02/10/2018,1,1.0,E3,2.0
Oldham,0.0,0,D,0.0,Mansfield,1.0,D,0.0,02/10/2018,0,0.0,E3,1.0
Macclesfield,0.0,3,A,1.0,Newport County,4.0,D,2.0,02/10/2018,3,0.0,E3,6.0
Bury,0.0,0,D,0.0,Northampton,2.0,D,0.0,02/10/2018,0,0.0,E3,0.0
Crawley Town,1.0,1,H,2.0,Notts County,1.0,H,0.0,02/10/2018,3,0.0,E3,3.0
Milton Keynes Dons,0.0,2,A,0.0,Port Vale,3.0,A,2.0,02/10/2018,0,0.0,E3,1.0
Lincoln,1.0,0,D,0.0,Tranmere,2.0,H,0.0,02/10/2018,1,0.0,E3,0.0
Mansfield,0.0,2,A,0.0,Bury,1.0,D,1.0,06/10/2018,2,0.0,E3,4.0
Cambridge,0.0,0,D,0.0,Crawley Town,1.0,H,0.0,06/10/2018,2,0.0,E3,2.0
Newport County,0.0,1,D,1.0,Forest Green,2.0,D,1.0,06/10/2018,1,0.0,E3,0.0
Port Vale,0.0,0,H,1.0,Grimsby,1.0,H,0.0,06/10/2018,2,0.0,E3,1.0
Crewe,0.0,0,D,0.0,Lincoln,1.0,H,0.0,06/10/2018,1,0.0,E3,1.0
Notts County,0.0,1,D,0.0,Macclesfield,2.0,A,0.0,06/10/2018,0,0.0,E3,1.0
Cheltenham,0.0,0,H,1.0,Milton Keynes Dons,0.0,H,0.0,06/10/2018,3,0.0,E3,1.0
Tranmere,0.0,4,A,1.0,Morecambe,1.0,A,2.0,06/10/2018,3,0.0,E3,3.0
Carlisle,0.0,3,A,0.0,Oldham,1.0,A,1.0,06/10/2018,1,0.0,E3,1.0
Colchester,0.0,1,D,1.0,Stevenage,3.0,H,1.0,06/10/2018,3,0.0,E3,2.0
Northampton,0.0,1,D,0.0,Swindon,1.0,D,0.0,06/10/2018,1,0.0,E3,3.0
Exeter,0.0,2,A,0.0,Yeovil,2.0,D,1.0,06/10/2018,2,0.0,E3,0.0
Macclesfield,0.0,0,D,0.0,Tranmere,0.0,H,0.0,12/10/2018,1,0.0,E3,1.0
Milton Keynes Dons,0.0,1,A,0.0,Cambridge,2.0,A,1.0,13/10/2018,0,0.0,E3,1.0
Morecambe,0.0,2,A,0.0,Carlisle,0.0,A,2.0,13/10/2018,0,0.0,E3,0.0
Crawley Town,0.0,1,D,1.0,Colchester,3.0,H,1.0,13/10/2018,3,1.0,E3,3.0
Bury,0.0,1,H,1.0,Crewe,3.0,D,0.0,13/10/2018,1,0.0,E3,1.0
Swindon,0.0,0,H,1.0,Exeter,1.0,H,0.0,13/10/2018,2,0.0,E3,0.0
Stevenage,0.0,1,D,1.0,Newport County,1.0,H,1.0,13/10/2018,2,0.0,E3,2.0
Forest Green,0.0,1,A,0.0,Northampton,4.0,H,1.0,13/10/2018,2,0.0,E3,3.0
Lincoln,0.0,6,A,0.0,Port Vale,2.0,A,3.0,13/10/2018,2,0.0,E3,1.0
Notts County,0.0,0,H,2.0,Bury,1.0,H,0.0,20/10/2018,4,0.0,E3,3.0
Newport County,0.0,1,H,1.0,Crawley Town,4.0,H,0.0,20/10/2018,4,1.0,E3,1.0
Cheltenham,0.0,1,A,0.0,Forest Green,1.0,D,1.0,20/10/2018,1,0.0,E3,1.0
Exeter,0.0,0,D,0.0,Grimsby,0.0,D,0.0,20/10/2018,0,0.0,E3,1.0
Cambridge,1.0,1,D,1.0,Lincoln,1.0,D,1.0,20/10/2018,1,0.0,E3,3.0
Carlisle,0.0,1,D,0.0,Macclesfield,1.0,H,0.0,20/10/2018,2,0.0,E3,1.0
Northampton,0.0,0,H,1.0,Milton Keynes Dons,2.0,H,0.0,20/10/2018,1,0.0,E3,5.0
Colchester,0.0,1,A,0.0,Morecambe,2.0,A,1.0,20/10/2018,0,0.0,E3,2.0
Port Vale,0.0,1,A,0.0,Oldham,2.0,A,1.0,20/10/2018,0,0.0,E3,3.0
Crewe,1.0,1,D,0.0,Stevenage,0.0,A,0.0,20/10/2018,0,0.0,E3,3.0
Mansfield,0.0,0,D,0.0,Swindon,3.0,D,0.0,20/10/2018,0,1.0,E3,4.0
Tranmere,0.0,0,D,0.0,Yeovil,2.0,D,0.0,20/10/2018,0,0.0,E3,3.0
Newport County,0.0,1,H,1.0,Bury,1.0,D,0.0,23/10/2018,1,0.0,E3,1.0
Exeter,0.0,1,D,0.0,Crawley Town,4.0,D,0.0,23/10/2018,1,0.0,E3,2.0
Tranmere,0.0,1,H,2.0,Forest Green,2.0,H,0.0,23/10/2018,3,0.0,E3,2.0
Colchester,0.0,0,D,0.0,Grimsby,0.0,H,0.0,23/10/2018,1,0.0,E3,2.0
Carlisle,0.0,2,D,2.0,Lincoln,0.0,D,2.0,23/10/2018,2,0.0,E3,0.0
Northampton,0.0,5,A,0.0,Macclesfield,1.0,A,4.0,23/10/2018,0,0.0,E3,0.0
Notts County,0.0,1,A,0.0,Milton Keynes Dons,1.0,H,1.0,23/10/2018,2,1.0,E3,3.0
Mansfield,0.0,1,A,0.0,Morecambe,3.0,A,1.0,23/10/2018,0,0.0,E3,3.0
Cheltenham,0.0,0,D,0.0,Oldham,1.0,H,0.0,23/10/2018,2,1.0,E3,0.0
Port Vale,0.0,0,D,0.0,Stevenage,1.0,D,0.0,23/10/2018,0,0.0,E3,0.0
Cambridge,0.0,2,A,0.0,Swindon,2.0,A,2.0,23/10/2018,0,0.0,E3,3.0
Crewe,0.0,1,D,1.0,Yeovil,1.0,D,1.0,23/10/2018,1,0.0,E3,1.0
Macclesfield,0.0,0,D,0.0,Cambridge,1.0,H,0.0,27/10/2018,1,0.0,E3,1.0
Yeovil,0.0,1,D,0.0,Carlisle,0.0,A,0.0,27/10/2018,0,0.0,E3,0.0
Stevenage,0.0,2,A,0.0,Cheltenham,0.0,A,2.0,27/10/2018,0,0.0,E3,2.0
Lincoln,0.0,0,H,1.0,Colchester,4.0,H,0.0,27/10/2018,1,0.0,E3,6.0
Grimsby,0.0,0,D,0.0,Crewe,0.0,H,0.0,27/10/2018,2,0.0,E3,0.0
Forest Green,0.0,2,D,0.0,Exeter,1.0,A,0.0,27/10/2018,1,0.0,E3,3.0
Milton Keynes Dons,0.0,1,D,1.0,Mansfield,2.0,D,1.0,27/10/2018,1,0.0,E3,3.0
Morecambe,0.0,1,H,1.0,Newport County,2.0,D,0.0,27/10/2018,1,0.0,E3,1.0
Oldham,1.0,1,H,2.0,Northampton,3.0,H,0.0,27/10/2018,2,0.0,E3,2.0
Swindon,0.0,2,H,1.0,Notts County,3.0,A,0.0,27/10/2018,1,0.0,E3,4.0
Bury,0.0,0,D,0.0,Port Vale,3.0,H,0.0,27/10/2018,1,0.0,E3,0.0
Crawley Town,0.0,1,H,2.0,Tranmere,0.0,H,0.0,27/10/2018,5,0.0,E3,1.0
Mansfield,0.0,3,A,0.0,Crewe,2.0,A,2.0,30/10/2018,0,0.0,E3,0.0
Grimsby,0.0,0,D,0.0,Cambridge,0.0,H,0.0,03/11/2018,1,0.0,E3,2.0
Newport County,0.0,2,H,2.0,Carlisle,1.0,H,1.0,03/11/2018,3,0.0,E3,0.0
Mansfield,0.0,2,H,2.0,Cheltenham,4.0,D,1.0,03/11/2018,2,0.0,E3,3.0
Swindon,0.0,0,H,1.0,Colchester,2.0,H,0.0,03/11/2018,1,0.0,E3,2.0
Milton Keynes Dons,0.0,4,A,0.0,Crawley Town,1.0,A,3.0,03/11/2018,0,0.0,E3,0.0
Forest Green,0.0,1,D,1.0,Lincoln,2.0,H,1.0,03/11/2018,2,0.0,E3,2.0
Bury,0.0,4,A,1.0,Macclesfield,1.0,A,3.0,03/11/2018,1,0.0,E3,0.0
Yeovil,0.0,1,H,1.0,Morecambe,2.0,H,0.0,03/11/2018,2,0.0,E3,3.0
Crewe,0.0,0,H,1.0,Northampton,1.0,H,0.0,03/11/2018,2,0.0,E3,0.0
Notts County,0.0,2,D,1.0,Port Vale,0.0,D,1.0,03/11/2018,2,0.0,E3,2.0
Oldham,0.0,2,D,1.0,Stevenage,2.0,H,1.0,03/11/2018,3,0.0,E3,1.0
Exeter,0.0,0,H,1.0,Tranmere,0.0,H,0.0,03/11/2018,2,0.0,E3,1.0
Grimsby,0.0,1,A,0.0,Mansfield,1.0,H,1.0,06/11/2018,2,0.0,E3,1.0
Oldham,0.0,0,D,0.0,Notts County,1.0,D,0.0,06/11/2018,0,0.0,E3,0.0
Stevenage,0.0,0,D,0.0,Bury,1.0,H,0.0,17/11/2018,4,1.0,E3,2.0
Tranmere,0.0,2,D,1.0,Crewe,0.0,H,1.0,17/11/2018,3,0.0,E3,3.0
Northampton,0.0,2,H,2.0,Exeter,0.0,D,1.0,17/11/2018,2,0.0,E3,2.0
Morecambe,0.0,1,D,0.0,Forest Green,2.0,A,0.0,17/11/2018,0,0.0,E3,1.0
Crawley Town,0.0,0,D,0.0,Grimsby,2.0,H,0.0,17/11/2018,1,0.0,E3,1.0
Port Vale,0.0,0,H,1.0,Mansfield,1.0,H,0.0,17/11/2018,1,1.0,E3,5.0
Macclesfield,0.0,0,D,0.0,Milton Keynes Dons,2.0,H,0.0,17/11/2018,2,0.0,E3,1.0
Colchester,0.0,0,D,0.0,Newport County,1.0,H,0.0,17/11/2018,2,0.0,E3,1.0
Cheltenham,0.0,3,A,0.0,Notts County,2.0,A,1.0,17/11/2018,0,0.0,E3,0.0
Cambridge,0.0,1,A,0.0,Oldham,1.0,H,1.0,17/11/2018,3,0.0,E3,0.0
Carlisle,0.0,4,A,0.0,Swindon,0.0,A,1.0,17/11/2018,0,0.0,E3,0.0
Bury,1.0,2,A,1.0,Cambridge,2.0,D,2.0,24/11/2018,2,0.0,E3,1.0
Forest Green,0.0,2,A,0.0,Carlisle,1.0,A,1.0,24/11/2018,1,0.0,E3,1.0
Newport County,0.0,1,H,2.0,Cheltenham,3.0,H,0.0,24/11/2018,2,0.0,E3,1.0
Exeter,0.0,1,D,0.0,Colchester,1.0,D,0.0,24/11/2018,1,0.0,E3,2.0
Crewe,0.0,0,H,1.0,Crawley Town,2.0,H,0.0,24/11/2018,3,0.0,E3,1.0
Mansfield,0.0,1,D,0.0,Lincoln,1.0,D,0.0,24/11/2018,1,0.0,E3,3.0
Yeovil,0.0,0,D,0.0,Macclesfield,1.0,H,0.0,24/11/2018,1,0.0,E3,1.0
Notts County,0.0,1,D,0.0,Morecambe,0.0,D,0.0,24/11/2018,1,0.0,E3,1.0
Grimsby,0.0,2,D,1.0,Northampton,0.0,D,1.0,24/11/2018,2,1.0,E3,1.0
Swindon,0.0,1,A,0.0,Port Vale,2.0,A,1.0,24/11/2018,0,0.0,E3,2.0
Milton Keynes Dons,0.0,2,D,1.0,Stevenage,4.0,H,1.0,24/11/2018,3,0.0,E3,3.0
Oldham,0.0,1,A,0.0,Tranmere,2.0,D,1.0,24/11/2018,1,0.0,E3,3.0
Cheltenham,0.0,1,H,2.0,Bury,0.0,H,1.0,27/11/2018,4,0.0,E3,1.0
Cambridge,0.0,0,H,1.0,Crewe,0.0,H,0.0,27/11/2018,2,0.0,E3,2.0
Macclesfield,0.0,1,D,0.0,Exeter,2.0,A,0.0,27/11/2018,0,0.0,E3,2.0
Colchester,0.0,1,A,0.0,Forest Green,1.0,A,1.0,27/11/2018,0,0.0,E3,0.0
Tranmere,0.0,2,H,2.0,Grimsby,1.0,H,1.0,27/11/2018,5,0.0,E3,3.0
Morecambe,0.0,0,D,0.0,Milton Keynes Dons,0.0,H,0.0,27/11/2018,2,0.0,E3,1.0
Northampton,0.0,1,H,3.0,Newport County,0.0,H,1.0,27/11/2018,3,0.0,E3,0.0
Carlisle,0.0,1,D,0.0,Notts County,1.0,D,0.0,27/11/2018,1,0.0,E3,0.0
Lincoln,1.0,1,D,0.0,Oldham,3.0,D,0.0,27/11/2018,1,0.0,E3,3.0
Stevenage,0.0,2,H,3.0,Swindon,2.0,H,1.0,27/11/2018,3,0.0,E3,3.0
Port Vale,0.0,3,A,0.0,Yeovil,3.0,A,2.0,27/11/2018,0,0.0,E3,3.0
Exeter,0.0,0,H,1.0,Bury,2.0,H,0.0,08/12/2018,2,0.0,E3,4.0
Grimsby,0.0,1,H,1.0,Cheltenham,3.0,H,0.0,08/12/2018,2,0.0,E3,2.0
Macclesfield,0.0,0,H,1.0,Colchester,0.0,H,0.0,08/12/2018,1,0.0,E3,2.0
Northampton,1.0,1,D,0.0,Crawley Town,2.0,A,0.0,08/12/2018,0,0.0,E3,2.0
Oldham,0.0,2,A,0.0,Crewe,1.0,A,2.0,08/12/2018,0,0.0,E3,1.0
Notts County,0.0,0,H,1.0,Mansfield,3.0,H,0.0,08/12/2018,2,0.0,E3,2.0
Carlisle,0.0,0,D,0.0,Milton Keynes Dons,0.0,H,0.0,08/12/2018,2,0.0,E3,2.0
Port Vale,0.0,2,H,2.0,Morecambe,2.0,D,0.0,08/12/2018,2,0.0,E3,2.0
Lincoln,0.0,1,A,0.0,Stevenage,0.0,A,1.0,08/12/2018,0,0.0,E3,1.0
Newport County,0.0,1,H,1.0,Swindon,2.0,H,0.0,08/12/2018,2,0.0,E3,3.0
Cambridge,0.0,0,D,0.0,Tranmere,2.0,H,0.0,08/12/2018,1,0.0,E3,0.0
Forest Green,0.0,2,D,0.0,Yeovil,4.0,A,0.0,08/12/2018,1,1.0,E3,2.0
Yeovil,0.0,0,D,0.0,Cambridge,1.0,D,0.0,15/12/2018,0,0.0,E3,1.0
Colchester,0.0,0,H,1.0,Carlisle,2.0,H,0.0,15/12/2018,4,0.0,E3,1.0
Crewe,0.0,0,H,1.0,Exeter,1.0,H,0.0,15/12/2018,1,0.0,E3,3.0
Swindon,0.0,1,D,1.0,Grimsby,0.0,H,1.0,15/12/2018,2,0.0,E3,0.0
Morecambe,0.0,1,H,3.0,Lincoln,1.0,H,0.0,15/12/2018,3,0.0,E3,2.0
Crawley Town,0.0,0,H,1.0,Macclesfield,0.0,H,0.0,15/12/2018,2,0.0,E3,1.0
Stevenage,0.0,1,H,1.0,Northampton,0.0,D,0.0,15/12/2018,1,0.0,E3,1.0
Tranmere,0.0,2,H,2.0,Notts County,2.0,H,1.0,15/12/2018,3,0.0,E3,1.0
Bury,0.0,2,H,3.0,Oldham,4.0,H,0.0,15/12/2018,4,0.0,E3,2.0
Cheltenham,0.0,2,D,1.0,Port Vale,2.0,D,1.0,15/12/2018,2,0.0,E3,0.0
Tranmere,0.0,1,D,0.0,Bury,0.0,H,0.0,22/12/2018,2,0.0,E3,0.0
Carlisle,0.0,3,D,2.0,Crawley Town,3.0,A,2.0,22/12/2018,2,0.0,E3,1.0
Crewe,0.0,0,H,1.0,Forest Green,3.0,H,0.0,22/12/2018,1,0.0,E3,1.0
Notts County,0.0,0,H,2.0,Grimsby,2.0,H,0.0,22/12/2018,4,0.0,E3,1.0
Newport County,0.0,2,H,2.0,Lincoln,1.0,H,1.0,22/12/2018,3,0.0,E3,2.0
Port Vale,0.0,0,D,0.0,Macclesfield,2.0,D,0.0,22/12/2018,0,0.0,E3,1.0
Colchester,0.0,1,A,0.0,Milton Keynes Dons,3.0,A,1.0,22/12/2018,0,0.0,E3,2.0
Cambridge,0.0,0,D,0.0,Morecambe,3.0,H,0.0,22/12/2018,3,0.0,E3,1.0
Exeter,0.0,3,D,1.0,Oldham,1.0,A,1.0,22/12/2018,2,0.0,E3,1.0
Mansfield,0.0,3,H,1.0,Stevenage,1.0,A,0.0,22/12/2018,1,0.0,E3,2.0
Cheltenham,0.0,0,D,0.0,Swindon,2.0,D,0.0,22/12/2018,0,0.0,E3,4.0
Northampton,0.0,1,D,0.0,Yeovil,3.0,D,0.0,22/12/2018,1,0.0,E3,3.0
Crawley Town,0.0,1,D,1.0,Cambridge,2.0,H,1.0,26/12/2018,2,0.0,E3,2.0
Oldham,0.0,0,H,2.0,Carlisle,1.0,H,0.0,26/12/2018,6,0.0,E3,1.0
Milton Keynes Dons,0.0,1,H,2.0,Cheltenham,1.0,H,1.0,26/12/2018,3,0.0,E3,2.0
Stevenage,0.0,2,A,0.0,Colchester,3.0,A,2.0,26/12/2018,1,0.0,E3,4.0
Lincoln,0.0,1,D,0.0,Crewe,2.0,H,0.0,26/12/2018,2,0.0,E3,4.0
Yeovil,0.0,1,H,1.0,Exeter,0.0,H,0.0,26/12/2018,2,0.0,E3,2.0
Bury,0.0,1,D,0.0,Mansfield,2.0,H,0.0,26/12/2018,2,0.0,E3,4.0
Forest Green,1.0,4,A,1.0,Newport County,2.0,A,2.0,26/12/2018,1,0.0,E3,0.0
Swindon,0.0,1,H,1.0,Northampton,4.0,D,0.0,26/12/2018,1,0.0,E3,2.0
Macclesfield,0.0,2,A,0.0,Notts County,1.0,A,1.0,26/12/2018,1,0.0,E3,1.0
Grimsby,0.0,1,D,0.0,Port Vale,1.0,A,0.0,26/12/2018,0,0.0,E3,0.0
Morecambe,0.0,1,H,3.0,Tranmere,2.0,H,0.0,26/12/2018,3,0.0,E3,2.0
Lincoln,0.0,2,H,1.0,Cambridge,2.0,A,0.0,29/12/2018,1,0.0,E3,3.0
Macclesfield,0.0,1,D,1.0,Carlisle,3.0,H,1.0,29/12/2018,2,0.0,E3,1.0
Forest Green,0.0,2,D,0.0,Cheltenham,1.0,D,0.0,29/12/2018,2,0.0,E3,1.0
Morecambe,0.0,0,D,0.0,Colchester,0.0,D,0.0,29/12/2018,0,0.0,E3,1.0
Stevenage,0.0,0,H,1.0,Crewe,1.0,H,0.0,29/12/2018,1,1.0,E3,2.0
Grimsby,0.0,2,A,0.0,Exeter,0.0,A,1.0,29/12/2018,1,1.0,E3,2.0
Swindon,0.0,0,D,0.0,Mansfield,3.0,D,0.0,29/12/2018,0,0.0,E3,2.0
Crawley Town,0.0,0,D,0.0,Newport County,1.0,D,0.0,29/12/2018,0,0.0,E3,0.0
Milton Keynes Dons,0.0,2,A,0.0,Northampton,3.0,D,1.0,29/12/2018,2,0.0,E3,3.0
Bury,0.0,0,D,0.0,Notts County,4.0,D,0.0,29/12/2018,0,0.0,E3,1.0
Oldham,0.0,4,D,1.0,Port Vale,2.0,A,1.0,29/12/2018,1,0.0,E3,3.0
Yeovil,0.0,0,D,0.0,Tranmere,1.0,D,0.0,29/12/2018,0,0.0,E3,1.0
Crewe,0.0,1,A,0.0,Bury,2.0,H,1.0,01/01/2019,3,0.0,E3,1.0
Colchester,1.0,0,D,0.0,Crawley Town,1.0,H,0.0,01/01/2019,2,1.0,E3,0.0
Northampton,0.0,1,H,1.0,Forest Green,2.0,H,0.0,01/01/2019,2,0.0,E3,2.0
Mansfield,0.0,1,A,0.0,Grimsby,1.0,A,1.0,01/01/2019,0,0.0,E3,1.0
Port Vale,0.0,1,D,0.0,Lincoln,1.0,D,0.0,01/01/2019,1,0.0,E3,4.0
Tranmere,0.0,1,D,1.0,Macclesfield,1.0,D,1.0,01/01/2019,1,0.0,E3,2.0
Cambridge,0.0,0,H,3.0,Milton Keynes Dons,1.0,H,0.0,01/01/2019,6,0.0,E3,2.0
Carlisle,0.0,2,A,0.0,Morecambe,2.0,A,1.0,01/01/2019,0,0.0,E3,2.0
Notts County,0.0,0,H,1.0,Oldham,1.0,H,0.0,01/01/2019,2,1.0,E3,0.0
Newport County,1.0,0,D,0.0,Stevenage,1.0,H,0.0,01/01/2019,1,0.0,E3,3.0
Exeter,0.0,2,A,0.0,Swindon,0.0,A,1.0,01/01/2019,0,0.0,E3,2.0
Cheltenham,0.0,4,A,0.0,Yeovil,3.0,A,2.0,01/01/2019,1,0.0,E3,1.0
Stevenage,0.0,0,H,2.0,Cambridge,2.0,H,0.0,05/01/2019,2,0.0,E3,3.0
Mansfield,0.0,2,H,2.0,Carlisle,2.0,H,0.0,05/01/2019,3,0.0,E3,2.0
Notts County,0.0,3,A,2.0,Colchester,1.0,D,3.0,05/01/2019,3,0.0,E3,0.0
Cheltenham,0.0,0,H,1.0,Crawley Town,0.0,H,0.0,05/01/2019,1,0.0,E3,0.0
Swindon,0.0,2,D,1.0,Macclesfield,1.0,A,1.0,05/01/2019,1,0.0,E3,5.0
Crewe,0.0,2,A,0.0,Morecambe,3.0,D,1.0,05/01/2019,2,0.0,E3,0.0
Bury,0.0,1,A,0.0,Yeovil,2.0,A,1.0,05/01/2019,0,0.0,E3,3.0
Milton Keynes Dons,0.0,3,A,1.0,Bury,2.0,H,2.0,12/01/2019,4,0.0,E3,3.0
Tranmere,0.0,3,H,1.0,Cheltenham,1.0,A,0.0,12/01/2019,1,0.0,E3,3.0
Newport County,0.0,2,H,1.0,Crewe,1.0,H,0.0,12/01/2019,3,0.0,E3,2.0
Morecambe,0.0,0,D,0.0,Exeter,2.0,D,0.0,12/01/2019,0,0.0,E3,1.0
Macclesfield,0.0,2,A,0.0,Grimsby,1.0,A,2.0,12/01/2019,0,0.0,E3,2.0
Yeovil,1.0,1,A,0.0,Mansfield,1.0,A,1.0,12/01/2019,0,0.0,E3,1.0
Carlisle,0.0,0,D,0.0,Northampton,1.0,H,0.0,12/01/2019,3,0.0,E3,2.0
Cambridge,0.0,1,A,0.0,Notts County,0.0,A,1.0,12/01/2019,0,0.0,E3,2.0
Forest Green,0.0,0,D,0.0,Oldham,3.0,D,0.0,12/01/2019,0,0.0,E3,1.0
Colchester,0.0,3,A,0.0,Port Vale,1.0,A,2.0,12/01/2019,0,0.0,E3,1.0
Crawley Town,0.0,1,H,2.0,Stevenage,0.0,H,1.0,12/01/2019,2,0.0,E3,1.0
Lincoln,0.0,2,A,0.0,Swindon,1.0,D,2.0,12/01/2019,2,2.0,E3,1.0
Crawley Town,0.0,0,D,0.0,Mansfield,2.0,H,0.0,15/01/2019,1,0.0,E3,5.0
Northampton,0.0,2,D,1.0,Cambridge,1.0,H,1.0,19/01/2019,3,0.0,E3,5.0
Cheltenham,0.0,0,D,0.0,Carlisle,0.0,H,0.0,19/01/2019,2,0.0,E3,1.0
Mansfield,0.0,3,H,2.0,Colchester,3.0,A,0.0,19/01/2019,2,0.0,E3,1.0
Port Vale,0.0,1,A,0.0,Crawley Town,1.0,A,1.0,19/01/2019,0,0.0,E3,2.0
Bury,0.0,2,H,1.0,Forest Green,2.0,A,0.0,19/01/2019,1,0.0,E3,0.0
Grimsby,0.0,0,H,1.0,Lincoln,3.0,H,0.0,19/01/2019,1,1.0,E3,5.0
Oldham,0.0,1,D,1.0,Macclesfield,0.0,H,1.0,19/01/2019,2,1.0,E3,3.0
Crewe,0.0,1,A,0.0,Milton Keynes Dons,2.0,A,1.0,19/01/2019,0,0.0,E3,2.0
Stevenage,0.0,2,A,0.0,Morecambe,0.0,A,1.0,19/01/2019,1,0.0,E3,1.0
Exeter,0.0,0,D,0.0,Newport County,0.0,H,0.0,19/01/2019,1,0.0,E3,0.0
Swindon,0.0,2,A,0.0,Tranmere,2.0,A,2.0,19/01/2019,1,0.0,E3,0.0
Notts County,0.0,0,H,1.0,Yeovil,1.0,H,0.0,19/01/2019,2,0.0,E3,2.0
Grimsby,0.0,0,H,2.0,Forest Green,0.0,H,0.0,22/01/2019,3,0.0,E3,2.0
Lincoln,0.0,2,A,0.0,Yeovil,3.0,A,2.0,22/01/2019,0,0.0,E3,2.0
Lincoln,0.0,3,D,2.0,Bury,2.0,D,2.0,26/01/2019,3,0.0,E3,0.0
Macclesfield,0.0,2,A,0.0,Cheltenham,1.0,H,2.0,26/01/2019,3,1.0,E3,4.0
Colchester,0.0,1,A,0.0,Crewe,2.0,H,1.0,26/01/2019,2,0.0,E3,2.0
