AWAYTEAM,HR,FTAG,HTR,HTHG,HOMETEAM,HY,FTR,HTAG,DATE,FTHG,AR,DIV,AY
Cambridge,0.0,0,D,0.0,Exeter,2.0,H,0.0,26/01/2019,1,0.0,E3,0.0
Milton Keynes Dons,1.0,0,H,1.0,Grimsby,2.0,H,0.0,26/01/2019,1,0.0,E3,2.0
Tranmere,0.0,0,H,1.0,Mansfield,0.0,H,0.0,26/01/2019,3,1.0,E3,3.0
Morecambe,0.0,1,H,1.0,Northampton,1.0,D,0.0,26/01/2019,1,0.0,E3,1.0
Carlisle,1.0,1,D,0.0,Port Vale,0.0,A,0.0,26/01/2019,0,0.0,E3,2.0
Forest Green,0.0,2,A,0.0,Stevenage,1.0,A,1.0,26/01/2019,0,0.0,E3,1.0
Crawley Town,0.0,1,A,0.0,Swindon,0.0,A,1.0,26/01/2019,0,0.0,E3,3.0
Mansfield,0.0,1,A,0.0,Forest Green,0.0,D,1.0,29/01/2019,1,0.0,E3,1.0
Oldham,0.0,1,H,1.0,Milton Keynes Dons,0.0,H,0.0,29/01/2019,2,0.0,E3,1.0
Port Vale,0.0,0,D,0.0,Newport County,1.0,D,0.0,29/01/2019,0,1.0,E3,1.0
Crawley Town,0.0,1,D,0.0,Bury,0.0,D,0.0,02/02/2019,1,0.0,E3,1.0
Milton Keynes Dons,0.0,1,H,2.0,Exeter,1.0,H,0.0,02/02/2019,3,0.0,E3,3.0
Newport County,0.0,0,H,1.0,Grimsby,0.0,H,0.0,02/02/2019,3,0.0,E3,1.0
Macclesfield,0.0,1,D,1.0,Mansfield,0.0,H,1.0,02/02/2019,3,0.0,E3,1.0
Colchester,0.0,4,A,0.0,Northampton,1.0,A,1.0,02/02/2019,0,0.0,E3,1.0
Lincoln,0.0,1,D,1.0,Notts County,4.0,D,1.0,02/02/2019,1,0.0,E3,0.0
Yeovil,0.0,0,D,0.0,Stevenage,0.0,H,0.0,02/02/2019,1,0.0,E3,0.0
Yeovil,0.0,0,D,0.0,Cheltenham,2.0,H,0.0,05/02/2019,1,1.0,E3,2.0
Northampton,0.0,2,A,1.0,Tranmere,0.0,A,2.0,05/02/2019,1,0.0,E3,3.0
Port Vale,0.0,0,H,1.0,Cambridge,2.0,H,0.0,09/02/2019,1,0.0,E3,2.0
Exeter,0.0,1,A,0.0,Carlisle,2.0,D,1.0,09/02/2019,1,0.0,E3,0.0
Cheltenham,0.0,0,H,2.0,Colchester,1.0,H,0.0,09/02/2019,3,0.0,E3,2.0
Oldham,0.0,3,D,0.0,Crawley Town,2.0,A,0.0,09/02/2019,0,0.0,E3,2.0
Notts County,0.0,2,D,0.0,Forest Green,1.0,A,0.0,09/02/2019,1,0.0,E3,5.0
Northampton,1.0,1,D,1.0,Lincoln,0.0,D,1.0,09/02/2019,1,0.0,E3,4.0
Crewe,0.0,3,A,1.0,Macclesfield,2.0,D,2.0,09/02/2019,3,0.0,E3,1.0
Swindon,0.0,3,A,0.0,Milton Keynes Dons,2.0,A,1.0,09/02/2019,2,0.0,E3,1.0
Bury,0.0,3,A,0.0,Morecambe,2.0,A,2.0,09/02/2019,2,0.0,E3,1.0
Mansfield,0.0,0,H,1.0,Newport County,2.0,H,0.0,09/02/2019,1,0.0,E3,3.0
Stevenage,0.0,0,H,1.0,Tranmere,0.0,H,0.0,09/02/2019,2,2.0,E3,1.0
Grimsby,1.0,3,A,0.0,Yeovil,0.0,A,2.0,09/02/2019,1,0.0,E3,3.0
Carlisle,0.0,1,D,1.0,Crewe,2.0,H,1.0,12/02/2019,2,1.0,E3,4.0
Milton Keynes Dons,0.0,1,D,0.0,Newport County,0.0,A,0.0,12/02/2019,0,0.0,E3,0.0
Yeovil,0.0,1,H,1.0,Oldham,0.0,H,0.0,12/02/2019,4,0.0,E3,4.0
Forest Green,0.0,0,H,2.0,Swindon,2.0,H,0.0,12/02/2019,2,0.0,E3,3.0
Tranmere,0.0,0,D,0.0,Cambridge,1.0,D,0.0,16/02/2019,0,0.0,E3,2.0
Milton Keynes Dons,0.0,3,D,1.0,Carlisle,0.0,A,1.0,16/02/2019,2,0.0,E3,4.0
Bury,0.0,1,D,0.0,Exeter,2.0,A,0.0,16/02/2019,0,0.0,E3,3.0
Yeovil,0.0,0,H,2.0,Forest Green,2.0,H,0.0,16/02/2019,3,0.0,E3,3.0
Cheltenham,0.0,0,H,1.0,Grimsby,0.0,H,0.0,16/02/2019,1,0.0,E3,2.0
Stevenage,0.0,2,D,0.0,Lincoln,3.0,D,0.0,16/02/2019,2,0.0,E3,1.0
Colchester,0.0,1,H,1.0,Macclesfield,2.0,D,0.0,16/02/2019,1,0.0,E3,1.0
Crawley Town,0.0,0,D,0.0,Northampton,3.0,D,0.0,16/02/2019,0,0.0,E3,1.0
Mansfield,0.0,0,H,1.0,Notts County,2.0,H,0.0,16/02/2019,1,0.0,E3,3.0
Crewe,0.0,1,H,1.0,Oldham,1.0,D,0.0,16/02/2019,1,0.0,E3,3.0
Morecambe,0.0,1,D,0.0,Port Vale,2.0,A,0.0,16/02/2019,0,0.0,E3,3.0
Cambridge,0.0,0,H,1.0,Cheltenham,1.0,H,0.0,19/02/2019,2,1.0,E3,1.0
Newport County,0.0,4,A,1.0,Notts County,0.0,A,3.0,19/02/2019,1,0.0,E3,3.0
Morecambe,0.0,2,A,0.0,Oldham,1.0,A,1.0,19/02/2019,1,0.0,E3,2.0
Tranmere,0.0,2,A,0.0,Port Vale,3.0,A,1.0,19/02/2019,1,0.0,E3,6.0
Oldham,0.0,1,A,0.0,Bury,0.0,H,1.0,23/02/2019,3,0.0,E3,4.0
Port Vale,0.0,0,H,1.0,Cheltenham,2.0,H,0.0,23/02/2019,1,0.0,E3,2.0
Carlisle,0.0,1,D,0.0,Colchester,2.0,D,0.0,23/02/2019,1,0.0,E3,3.0
Macclesfield,0.0,1,A,0.0,Crawley Town,4.0,D,1.0,23/02/2019,1,0.0,E3,3.0
Exeter,0.0,2,A,0.0,Crewe,0.0,A,1.0,23/02/2019,1,0.0,E3,1.0
Forest Green,1.0,0,D,0.0,Mansfield,3.0,H,0.0,23/02/2019,1,0.0,E3,4.0
Newport County,0.0,0,D,0.0,Milton Keynes Dons,1.0,H,0.0,23/02/2019,2,0.0,E3,0.0
Lincoln,0.0,2,A,0.0,Morecambe,1.0,A,1.0,23/02/2019,0,0.0,E3,1.0
Northampton,0.0,2,A,0.0,Stevenage,2.0,A,1.0,23/02/2019,1,0.0,E3,5.0
Grimsby,0.0,1,D,0.0,Swindon,0.0,D,0.0,23/02/2019,1,1.0,E3,2.0
Notts County,0.0,0,D,0.0,Tranmere,1.0,H,0.0,23/02/2019,1,0.0,E3,2.0
Cambridge,0.0,0,H,1.0,Yeovil,4.0,H,0.0,23/02/2019,1,0.0,E3,0.0
Exeter,0.0,1,A,0.0,Lincoln,3.0,D,1.0,26/02/2019,1,0.0,E3,1.0
Macclesfield,0.0,0,H,1.0,Bury,0.0,H,0.0,02/03/2019,3,0.0,E3,0.0
Northampton,0.0,2,A,0.0,Crewe,1.0,A,2.0,02/03/2019,0,0.0,E3,2.0
Tranmere,0.0,1,A,0.0,Exeter,0.0,A,1.0,02/03/2019,0,0.0,E3,3.0
Lincoln,0.0,2,D,1.0,Forest Green,1.0,A,1.0,02/03/2019,1,0.0,E3,0.0
Cambridge,0.0,2,A,0.0,Grimsby,0.0,A,1.0,02/03/2019,0,0.0,E3,2.0
Cheltenham,0.0,2,H,2.0,Mansfield,2.0,H,0.0,02/03/2019,4,0.0,E3,3.0
Crawley Town,0.0,0,H,1.0,Milton Keynes Dons,2.0,H,0.0,02/03/2019,1,0.0,E3,0.0
Carlisle,0.0,0,H,1.0,Newport County,2.0,H,0.0,02/03/2019,2,0.0,E3,2.0
Port Vale,0.0,0,D,0.0,Notts County,0.0,D,0.0,02/03/2019,0,0.0,E3,2.0
Stevenage,0.0,1,D,0.0,Oldham,0.0,D,0.0,02/03/2019,1,0.0,E3,1.0
Colchester,0.0,0,H,2.0,Swindon,1.0,H,0.0,02/03/2019,3,0.0,E3,3.0
Morecambe,0.0,2,A,0.0,Yeovil,2.0,H,1.0,02/03/2019,3,0.0,E3,5.0
Bury,0.0,1,D,1.0,Cheltenham,2.0,D,1.0,05/03/2019,1,0.0,E3,1.0
Yeovil,0.0,0,D,0.0,Lincoln,2.0,H,0.0,08/03/2019,1,0.0,E3,2.0
Crewe,0.0,0,D,0.0,Tranmere,2.0,H,0.0,08/03/2019,1,0.0,E3,0.0
Oldham,0.0,1,A,0.0,Cambridge,2.0,D,1.0,09/03/2019,1,0.0,E3,2.0
Swindon,0.0,1,D,1.0,Carlisle,1.0,H,1.0,09/03/2019,2,0.0,E3,2.0
Notts County,0.0,1,H,2.0,Cheltenham,0.0,H,0.0,09/03/2019,4,0.0,E3,1.0
Newport County,0.0,0,H,2.0,Colchester,1.0,H,0.0,09/03/2019,3,0.0,E3,3.0
Grimsby,0.0,1,H,2.0,Crawley Town,1.0,H,1.0,09/03/2019,2,0.0,E3,3.0
Milton Keynes Dons,0.0,3,D,1.0,Macclesfield,1.0,A,1.0,09/03/2019,1,0.0,E3,2.0
Forest Green,0.0,0,H,2.0,Morecambe,0.0,H,0.0,09/03/2019,3,0.0,E3,0.0
Exeter,0.0,1,H,1.0,Northampton,2.0,H,0.0,09/03/2019,2,0.0,E3,0.0
Mansfield,0.0,1,D,0.0,Port Vale,3.0,H,0.0,09/03/2019,2,0.0,E3,0.0
Bury,0.0,1,D,0.0,Stevenage,0.0,A,0.0,09/03/2019,0,0.0,E3,2.0
Crewe,0.0,0,D,0.0,Cambridge,1.0,D,0.0,12/03/2019,0,0.0,E3,3.0
Notts County,0.0,3,A,0.0,Carlisle,2.0,A,1.0,12/03/2019,1,0.0,E3,3.0
Forest Green,1.0,3,A,0.0,Colchester,0.0,A,2.0,12/03/2019,0,0.0,E3,1.0
Mansfield,0.0,0,D,0.0,Crawley Town,2.0,D,0.0,12/03/2019,0,0.0,E3,1.0
Oldham,0.0,0,H,1.0,Lincoln,0.0,H,0.0,12/03/2019,2,1.0,E3,2.0
Milton Keynes Dons,0.0,2,H,2.0,Morecambe,0.0,H,0.0,12/03/2019,4,0.0,E3,3.0
Newport County,0.0,0,D,0.0,Northampton,1.0,H,0.0,12/03/2019,1,0.0,E3,1.0
Yeovil,0.0,0,H,1.0,Port Vale,1.0,H,0.0,12/03/2019,3,0.0,E3,3.0
Swindon,0.0,0,H,1.0,Stevenage,0.0,H,0.0,12/03/2019,2,0.0,E3,2.0
Grimsby,0.0,1,H,4.0,Tranmere,1.0,H,1.0,12/03/2019,4,0.0,E3,0.0
Cheltenham,0.0,0,D,0.0,Newport County,2.0,H,0.0,15/03/2019,1,1.0,E3,3.0
Crawley Town,0.0,1,H,4.0,Crewe,1.0,H,1.0,16/03/2019,6,1.0,E3,0.0
Colchester,0.0,0,H,1.0,Exeter,1.0,H,0.0,16/03/2019,3,0.0,E3,0.0
Carlisle,0.0,1,H,1.0,Forest Green,0.0,D,0.0,16/03/2019,1,0.0,E3,1.0
Northampton,0.0,0,D,0.0,Grimsby,1.0,D,0.0,16/03/2019,0,0.0,E3,2.0
Stevenage,0.0,1,A,0.0,Milton Keynes Dons,0.0,D,1.0,16/03/2019,1,0.0,E3,3.0
Morecambe,0.0,0,D,0.0,Notts County,2.0,D,0.0,16/03/2019,0,0.0,E3,4.0
Port Vale,0.0,0,D,0.0,Swindon,0.0,D,0.0,16/03/2019,0,0.0,E3,3.0
Macclesfield,0.0,2,A,0.0,Yeovil,2.0,A,2.0,16/03/2019,0,0.0,E3,2.0
Lincoln,0.0,1,H,1.0,Mansfield,2.0,D,0.0,18/03/2019,1,0.0,E3,1.0
Cambridge,0.0,2,H,2.0,Carlisle,2.0,D,1.0,23/03/2019,2,0.0,E3,0.0
Northampton,0.0,1,H,2.0,Cheltenham,1.0,H,0.0,23/03/2019,3,0.0,E3,4.0
Tranmere,0.0,2,A,0.0,Colchester,1.0,A,1.0,23/03/2019,0,0.0,E3,3.0
Lincoln,0.0,3,A,0.0,Crawley Town,1.0,A,1.0,23/03/2019,0,0.0,E3,0.0
Bury,0.0,0,D,0.0,Grimsby,2.0,D,0.0,23/03/2019,0,0.0,E3,1.0
Stevenage,0.0,2,D,1.0,Macclesfield,2.0,D,1.0,23/03/2019,2,0.0,E3,0.0
Crewe,0.0,2,D,0.0,Mansfield,4.0,A,0.0,23/03/2019,1,0.0,E3,5.0
Yeovil,0.0,0,H,1.0,Milton Keynes Dons,2.0,H,0.0,23/03/2019,2,0.0,E3,0.0
Exeter,0.0,1,D,0.0,Notts County,1.0,A,0.0,23/03/2019,0,1.0,E3,1.0
Forest Green,0.0,2,D,0.0,Port Vale,1.0,A,0.0,23/03/2019,0,0.0,E3,0.0
Morecambe,0.0,0,H,2.0,Swindon,1.0,H,0.0,23/03/2019,4,0.0,E3,1.0
Swindon,1.0,3,D,1.0,Bury,0.0,A,1.0,30/03/2019,1,0.0,E3,3.0
Colchester,0.0,1,D,0.0,Cambridge,1.0,A,0.0,30/03/2019,0,0.0,E3,2.0
Cheltenham,1.0,3,D,1.0,Crewe,2.0,A,1.0,30/03/2019,1,0.0,E3,1.0
Mansfield,0.0,4,A,1.0,Exeter,4.0,A,2.0,30/03/2019,1,0.0,E3,0.0
Milton Keynes Dons,0.0,2,A,0.0,Forest Green,1.0,A,1.0,30/03/2019,1,0.0,E3,2.0
Macclesfield,0.0,1,D,1.0,Lincoln,1.0,D,1.0,30/03/2019,1,0.0,E3,1.0
Crawley Town,0.0,0,D,0.0,Morecambe,0.0,H,0.0,30/03/2019,1,0.0,E3,1.0
Port Vale,0.0,2,D,1.0,Northampton,2.0,A,1.0,30/03/2019,1,1.0,E3,0.0
Grimsby,0.0,0,H,1.0,Oldham,1.0,H,0.0,30/03/2019,2,0.0,E3,2.0
Notts County,0.0,3,A,0.0,Stevenage,0.0,A,3.0,30/03/2019,0,0.0,E3,0.0
Carlisle,0.0,0,H,1.0,Tranmere,0.0,H,0.0,30/03/2019,3,0.0,E3,0.0
Newport County,0.0,3,D,0.0,Yeovil,3.0,A,0.0,30/03/2019,1,0.0,E3,2.0
Cambridge,0.0,3,A,0.0,Bury,0.0,A,2.0,02/04/2019,0,0.0,E3,0.0
Tranmere,0.0,0,H,1.0,Oldham,1.0,H,0.0,02/04/2019,2,0.0,E3,2.0
Bury,1.0,2,A,1.0,Carlisle,0.0,H,2.0,06/04/2019,3,0.0,E3,2.0
Exeter,0.0,1,A,0.0,Cheltenham,1.0,D,1.0,06/04/2019,1,1.0,E3,2.0
Oldham,0.0,2,A,0.0,Colchester,3.0,A,2.0,06/04/2019,0,0.0,E3,2.0
Forest Green,0.0,2,D,1.0,Crawley Town,2.0,A,1.0,06/04/2019,1,0.0,E3,1.0
Stevenage,0.0,2,A,0.0,Grimsby,1.0,A,1.0,06/04/2019,0,0.0,E3,1.0
Morecambe,0.0,1,D,1.0,Macclesfield,0.0,D,1.0,06/04/2019,1,0.0,E3,0.0
Cambridge,0.0,0,D,0.0,Mansfield,1.0,H,0.0,06/04/2019,1,0.0,E3,0.0
Lincoln,0.0,2,A,0.0,Milton Keynes Dons,3.0,A,1.0,06/04/2019,0,0.0,E3,3.0
Tranmere,0.0,0,D,0.0,Newport County,4.0,D,0.0,06/04/2019,0,0.0,E3,4.0
Northampton,1.0,2,D,1.0,Notts County,3.0,D,1.0,06/04/2019,2,0.0,E3,5.0
Crewe,0.0,0,D,0.0,Port Vale,2.0,H,0.0,06/04/2019,1,0.0,E3,2.0
Yeovil,0.0,1,H,1.0,Swindon,0.0,D,0.0,06/04/2019,1,0.0,E3,1.0
Exeter,0.0,2,D,2.0,Macclesfield,2.0,H,2.0,09/04/2019,3,0.0,E3,3.0
Swindon,0.0,0,D,0.0,Newport County,3.0,D,0.0,09/04/2019,0,0.0,E3,2.0
Colchester,0.0,0,D,0.0,Bury,2.0,H,0.0,13/04/2019,2,0.0,E3,0.0
Newport County,0.0,3,A,0.0,Cambridge,1.0,A,2.0,13/04/2019,0,0.0,E3,1.0
Notts County,0.0,0,H,1.0,Crewe,0.0,H,0.0,13/04/2019,3,0.0,E3,2.0
Port Vale,0.0,0,H,1.0,Exeter,3.0,H,0.0,13/04/2019,2,0.0,E3,2.0
Macclesfield,0.0,0,D,0.0,Forest Green,0.0,H,0.0,13/04/2019,2,0.0,E3,2.0
Cheltenham,0.0,1,H,1.0,Lincoln,1.0,D,0.0,13/04/2019,1,0.0,E3,1.0
Grimsby,0.0,1,D,0.0,Morecambe,0.0,D,0.0,13/04/2019,1,0.0,E3,0.0
Mansfield,0.0,1,A,0.0,Northampton,2.0,D,1.0,13/04/2019,1,0.0,E3,1.0
Swindon,0.0,2,D,1.0,Oldham,1.0,D,1.0,13/04/2019,2,0.0,E3,1.0
Carlisle,0.0,0,H,1.0,Stevenage,0.0,H,0.0,13/04/2019,3,0.0,E3,2.0
Milton Keynes Dons,0.0,1,D,1.0,Tranmere,1.0,H,1.0,13/04/2019,2,0.0,E3,4.0
Crawley Town,0.0,1,D,0.0,Yeovil,3.0,A,0.0,13/04/2019,0,0.0,E3,3.0
Swindon,0.0,0,D,0.0,Cambridge,0.0,D,0.0,19/04/2019,0,0.0,E3,1.0
Lincoln,0.0,0,D,0.0,Carlisle,3.0,H,0.0,19/04/2019,1,1.0,E3,2.0
Oldham,0.0,0,D,0.0,Cheltenham,1.0,D,0.0,19/04/2019,0,0.0,E3,1.0
Grimsby,0.0,0,H,1.0,Colchester,2.0,H,0.0,19/04/2019,1,1.0,E3,3.0
Yeovil,0.0,0,H,1.0,Crewe,0.0,H,0.0,19/04/2019,2,1.0,E3,1.0
Crawley Town,0.0,3,A,0.0,Exeter,1.0,A,2.0,19/04/2019,1,0.0,E3,4.0
Morecambe,0.0,0,H,1.0,Mansfield,2.0,H,0.0,19/04/2019,4,0.0,E3,3.0
Bury,0.0,1,H,2.0,Newport County,3.0,H,1.0,19/04/2019,3,0.0,E3,2.0
Macclesfield,0.0,1,D,1.0,Northampton,1.0,H,1.0,19/04/2019,3,0.0,E3,1.0
Milton Keynes Dons,0.0,2,D,0.0,Notts County,1.0,A,0.0,19/04/2019,1,0.0,E3,0.0
Stevenage,0.0,4,A,0.0,Port Vale,0.0,A,1.0,19/04/2019,1,0.0,E3,4.0
Forest Green,0.0,1,D,0.0,Tranmere,1.0,A,0.0,19/04/2019,0,0.0,E3,1.0
Northampton,0.0,1,D,1.0,Bury,1.0,H,1.0,22/04/2019,3,0.0,E3,2.0
Notts County,0.0,1,D,1.0,Crawley Town,0.0,D,1.0,22/04/2019,1,1.0,E3,1.0
Cambridge,0.0,1,H,1.0,Forest Green,0.0,H,0.0,22/04/2019,2,0.0,E3,1.0
Carlisle,0.0,0,D,0.0,Grimsby,1.0,H,0.0,22/04/2019,1,0.0,E3,2.0
Tranmere,0.0,0,D,0.0,Lincoln,1.0,D,0.0,22/04/2019,0,0.0,E3,1.0
Newport County,0.0,0,D,0.0,Macclesfield,2.0,D,0.0,22/04/2019,0,0.0,E3,0.0
Port Vale,0.0,1,D,0.0,Milton Keynes Dons,0.0,D,0.0,22/04/2019,1,0.0,E3,3.0
Cheltenham,0.0,0,D,0.0,Morecambe,0.0,H,0.0,22/04/2019,4,0.0,E3,2.0
Mansfield,0.0,2,H,1.0,Oldham,1.0,H,0.0,22/04/2019,3,0.0,E3,1.0
Exeter,0.0,1,D,1.0,Stevenage,1.0,D,1.0,22/04/2019,1,0.0,E3,2.0
Crewe,0.0,2,A,0.0,Swindon,2.0,A,2.0,22/04/2019,1,0.0,E3,6.0
Colchester,0.0,1,D,0.0,Yeovil,1.0,D,0.0,22/04/2019,1,1.0,E3,1.0
Morecambe,0.0,2,A,0.0,Cambridge,1.0,A,1.0,27/04/2019,1,0.0,E3,2.0
Crawley Town,0.0,2,H,4.0,Carlisle,0.0,H,1.0,27/04/2019,4,0.0,E3,2.0
Swindon,0.0,2,H,3.0,Cheltenham,3.0,H,0.0,27/04/2019,3,0.0,E3,1.0
Milton Keynes Dons,0.0,0,H,1.0,Colchester,2.0,H,0.0,27/04/2019,2,0.0,E3,2.0
Forest Green,0.0,3,D,1.0,Crewe,2.0,H,1.0,27/04/2019,4,0.0,E3,4.0
Oldham,0.0,0,D,0.0,Exeter,3.0,H,0.0,27/04/2019,1,0.0,E3,2.0
Stevenage,0.0,2,D,0.0,Mansfield,1.0,A,0.0,27/04/2019,1,0.0,E3,1.0
Lincoln,0.0,0,H,1.0,Newport County,1.0,H,0.0,27/04/2019,1,0.0,E3,4.0
Yeovil,0.0,2,A,0.0,Northampton,3.0,D,2.0,27/04/2019,2,0.0,E3,0.0
Grimsby,0.0,1,D,0.0,Notts County,2.0,H,0.0,27/04/2019,2,0.0,E3,1.0
Macclesfield,0.0,1,D,0.0,Port Vale,0.0,A,0.0,27/04/2019,0,0.0,E3,0.0
Oldham,0.0,0,D,0.0,Newport County,1.0,H,0.0,30/04/2019,2,0.0,E3,1.0
Bury,0.0,1,H,1.0,Tranmere,2.0,D,0.0,30/04/2019,1,0.0,E3,2.0
Port Vale,0.0,1,D,1.0,Bury,0.0,D,1.0,04/05/2019,1,0.0,E3,0.0
Tranmere,0.0,1,H,2.0,Crawley Town,0.0,H,0.0,04/05/2019,3,0.0,E3,1.0
Exeter,0.0,0,D,0.0,Forest Green,1.0,D,0.0,04/05/2019,0,0.0,E3,4.0
Crewe,0.0,0,H,2.0,Grimsby,1.0,H,0.0,04/05/2019,2,0.0,E3,2.0
Colchester,0.0,3,A,0.0,Lincoln,2.0,A,3.0,04/05/2019,0,0.0,E3,4.0
Cambridge,0.0,1,A,0.0,Macclesfield,1.0,D,1.0,04/05/2019,1,0.0,E3,1.0
Mansfield,0.0,0,H,1.0,Milton Keynes Dons,2.0,H,0.0,04/05/2019,1,0.0,E3,3.0
Newport County,0.0,1,H,1.0,Morecambe,3.0,D,0.0,04/05/2019,1,0.0,E3,1.0
Northampton,0.0,5,A,1.0,Oldham,1.0,A,3.0,04/05/2019,2,0.0,E3,2.0
Cheltenham,0.0,0,D,0.0,Stevenage,0.0,H,0.0,04/05/2019,2,0.0,E3,1.0
Notts County,0.0,1,D,0.0,Swindon,1.0,H,0.0,04/05/2019,3,0.0,E3,0.0
Carlisle,0.0,0,D,0.0,Yeovil,2.0,D,0.0,04/05/2019,0,0.0,E3,2.0
Nott'm Forest,0.0,0.0,D,0.0,Brighton,4.0,H,0.0,07/08/15,1.0,0.0,E1,2.0
Reading,0.0,1.0,H,1.0,Birmingham,4.0,H,0.0,08/08/15,2.0,0.0,E1,5.0
Wolves,0.0,2.0,A,1.0,Blackburn,2.0,A,2.0,08/08/15,1.0,0.0,E1,3.0
Derby,1.0,0.0,D,0.0,Bolton,1.0,D,0.0,08/08/15,0.0,0.0,E1,1.0
Ipswich,0.0,2.0,A,0.0,Brentford,1.0,D,1.0,08/08/15,2.0,0.0,E1,0.0
Fulham,0.0,1.0,D,0.0,Cardiff,1.0,D,0.0,08/08/15,1.0,0.0,E1,1.0
QPR,0.0,0.0,D,0.0,Charlton,3.0,H,0.0,08/08/15,2.0,0.0,E1,2.0
Huddersfield,0.0,0.0,H,1.0,Hull,1.0,H,0.0,08/08/15,2.0,0.0,E1,3.0
Burnley,0.0,1.0,D,0.0,Leeds,1.0,D,0.0,08/08/15,1.0,0.0,E1,2.0
Milton Keynes Dons,0.0,4.0,A,1.0,Rotherham,1.0,A,3.0,08/08/15,1.0,0.0,E1,3.0
Bristol City,0.0,0.0,D,0.0,Sheffield Weds,1.0,H,0.0,08/08/15,2.0,0.0,E1,3.0
Middlesbrough,0.0,0.0,D,0.0,Preston,2.0,D,0.0,09/08/15,0.0,0.0,E1,1.0
Brentford,1.0,4.0,D,2.0,Bristol City,1.0,A,2.0,15/08/15,2.0,0.0,E1,1.0
Birmingham,0.0,2.0,A,0.0,Burnley,3.0,D,1.0,15/08/15,2.0,0.0,E1,1.0
Charlton,0.0,1.0,D,0.0,Derby,0.0,D,0.0,15/08/15,1.0,0.0,E1,2.0
Brighton,0.0,2.0,D,1.0,Fulham,2.0,A,1.0,15/08/15,1.0,0.0,E1,2.0
Blackburn,0.0,1.0,H,1.0,Huddersfield,2.0,D,0.0,15/08/15,1.0,0.0,E1,0.0
Sheffield Weds,0.0,1.0,D,1.0,Ipswich,2.0,H,1.0,15/08/15,2.0,0.0,E1,2.0
Bolton,0.0,0.0,H,3.0,Middlesbrough,0.0,H,0.0,15/08/15,3.0,0.0,E1,0.0
Preston,0.0,1.0,A,0.0,Milton Keynes Dons,1.0,A,1.0,15/08/15,0.0,1.0,E1,3.0
Rotherham,0.0,1.0,D,1.0,Nott'm Forest,2.0,H,1.0,15/08/15,2.0,0.0,E1,3.0
Cardiff,0.0,2.0,H,1.0,QPR,0.0,D,0.0,15/08/15,2.0,0.0,E1,0.0
Leeds,0.0,0.0,D,0.0,Reading,1.0,D,0.0,16/08/15,0.0,0.0,E1,3.0
Hull,0.0,1.0,A,0.0,Wolves,0.0,D,1.0,16/08/15,1.0,0.0,E1,1.0
Cardiff,0.0,1.0,A,0.0,Blackburn,2.0,D,1.0,18/08/15,1.0,0.0,E1,3.0
Middlesbrough,0.0,1.0,A,0.0,Derby,1.0,D,1.0,18/08/15,1.0,0.0,E1,2.0
Brighton,0.0,1.0,A,0.0,Huddersfield,2.0,D,1.0,18/08/15,1.0,0.0,E1,3.0
Burnley,0.0,0.0,D,0.0,Ipswich,0.0,H,0.0,18/08/15,2.0,0.0,E1,1.0
Bolton,0.0,0.0,D,0.0,Milton Keynes Dons,2.0,H,0.0,18/08/15,1.0,0.0,E1,3.0
Charlton,0.0,0.0,D,0.0,Nott'm Forest,3.0,D,0.0,18/08/15,0.0,0.0,E1,1.0
Preston,0.0,0.0,D,0.0,Rotherham,4.0,D,0.0,18/08/15,0.0,0.0,E1,2.0
Leeds,0.0,2.0,A,0.0,Bristol City,2.0,D,1.0,19/08/15,2.0,0.0,E1,5.0
Fulham,0.0,1.0,H,1.0,Hull,0.0,H,0.0,19/08/15,2.0,0.0,E1,3.0
Reading,0.0,1.0,D,0.0,Sheffield Weds,2.0,D,0.0,19/08/15,1.0,0.0,E1,2.0
QPR,0.0,3.0,H,2.0,Wolves,3.0,A,1.0,19/08/15,2.0,0.0,E1,2.0
Derby,0.0,1.0,H,1.0,Birmingham,0.0,D,0.0,21/08/15,1.0,0.0,E1,2.0
Nott'm Forest,0.0,1.0,D,0.0,Bolton,1.0,D,0.0,22/08/15,1.0,0.0,E1,4.0
Blackburn,0.0,0.0,H,1.0,Brighton,4.0,H,0.0,22/08/15,1.0,0.0,E1,3.0
Brentford,0.0,0.0,H,1.0,Burnley,1.0,H,0.0,22/08/15,1.0,0.0,E1,2.0
Wolves,0.0,0.0,H,1.0,Cardiff,2.0,H,0.0,22/08/15,2.0,0.0,E1,1.0
Hull,0.0,1.0,D,0.0,Charlton,2.0,H,0.0,22/08/15,2.0,0.0,E1,1.0
Huddersfield,0.0,1.0,D,0.0,Fulham,1.0,D,0.0,22/08/15,1.0,0.0,E1,2.0
Sheffield Weds,0.0,1.0,A,0.0,Leeds,2.0,D,1.0,22/08/15,1.0,0.0,E1,4.0
Bristol City,0.0,1.0,A,0.0,Middlesbrough,1.0,A,1.0,22/08/15,0.0,0.0,E1,1.0
Ipswich,0.0,2.0,D,1.0,Preston,3.0,A,1.0,22/08/15,1.0,0.0,E1,0.0
Rotherham,0.0,2.0,H,1.0,QPR,1.0,H,0.0,22/08/15,4.0,0.0,E1,2.0
Milton Keynes Dons,0.0,0.0,D,0.0,Reading,1.0,D,0.0,22/08/15,0.0,0.0,E1,3.0
Bolton,0.0,0.0,D,0.0,Blackburn,3.0,D,0.0,28/08/15,0.0,1.0,E1,4.0
